League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
Spanish La Liga,2017/18,Valencia,38.0,16.0,5.0,17.0,15.0,1.0,0.0,1.0,0.0,6.0,13.0,73.0,65.0,38.0,0.7894736842105263,5.7894736842105265,0.6331861111111111,93.75,6.25,0.0,20.0,20.0,35.29,34.21,1.921,1.711,1.0
Spanish La Liga,2017/18,Villarreal,38.0,16.0,10.0,12.0,11.0,4.0,1.0,1.0,1.0,6.0,17.0,61.0,57.0,50.0,1.0789473684210527,5.552631578947368,0.5765837837837838,68.75,31.25,6.25,20.0,10.0,50.0,44.74,1.605,1.5,1.316
Spanish La Liga,2018/19,Alaves,38.0,9.0,13.0,16.0,5.0,3.0,1.0,2.0,1.0,6.0,16.0,50.0,39.0,50.0,1.0,5.2105263157894735,0.5500057142857143,55.56,44.44,11.11,23.08,15.38,37.5,42.11,1.316,1.026,1.316
Spanish La Liga,2018/19,Ath Bilbao,38.0,13.0,8.0,17.0,7.0,5.0,1.0,1.0,2.0,5.0,19.0,53.0,41.0,45.0,0.9473684210526315,6.131578947368421,0.50238,53.85,46.15,7.69,37.5,12.5,29.41,50.0,1.395,1.079,1.184
Spanish La Liga,2018/19,Ath Madrid,38.0,13.0,5.0,20.0,11.0,2.0,0.0,1.0,2.0,10.0,19.0,76.0,55.0,29.0,1.0263157894736843,5.447368421052632,0.6959486486486487,84.62,15.38,0.0,60.0,20.0,50.0,50.0,2.0,1.447,0.763
Spanish La Liga,2018/19,Barcelona,38.0,18.0,5.0,15.0,16.0,1.0,1.0,2.0,2.0,8.0,15.0,87.0,90.0,36.0,1.1842105263157894,4.894736842105263,0.566375,88.89,11.11,5.56,80.0,40.0,53.33,39.47,2.289,2.368,0.947
Spanish La Liga,2018/19,Betis,38.0,6.0,16.0,16.0,4.0,2.0,0.0,1.0,3.0,9.0,19.0,50.0,44.0,52.0,0.8947368421052632,5.7894736842105265,0.6161388888888888,66.67,33.33,0.0,25.0,6.25,56.25,50.0,1.316,1.158,1.368
Spanish La Liga,2018/19,Celta,38.0,10.0,15.0,13.0,5.0,3.0,2.0,2.0,5.0,3.0,22.0,41.0,53.0,62.0,1.0789473684210527,4.7631578947368425,0.64238,50.0,50.0,20.0,46.67,13.33,23.08,57.89,1.079,1.395,1.632
Spanish La Liga,2018/19,Eibar,38.0,7.0,13.0,18.0,4.0,2.0,1.0,2.0,6.0,5.0,23.0,47.0,46.0,50.0,1.0789473684210527,4.315789473684211,0.6363472222222222,57.14,42.86,14.29,61.54,15.38,27.78,60.53,1.237,1.211,1.316
Spanish La Liga,2018/19,Espanol,38.0,16.0,7.0,15.0,6.0,8.0,2.0,1.0,1.0,7.0,25.0,53.0,48.0,50.0,1.131578947368421,5.552631578947368,0.6090135135135134,37.5,62.5,12.5,28.57,14.29,46.67,65.79,1.395,1.263,1.316
Spanish La Liga,2018/19,Getafe,38.0,10.0,8.0,20.0,8.0,2.0,0.0,1.0,1.0,6.0,13.0,59.0,48.0,35.0,0.7631578947368421,6.131578947368421,0.6519617647058823,80.0,20.0,0.0,25.0,12.5,30.0,34.21,1.553,1.263,0.921
Spanish La Liga,2018/19,Girona,38.0,11.0,8.0,19.0,5.0,4.0,2.0,1.0,0.0,3.0,20.0,37.0,37.0,53.0,0.868421052631579,5.526315789473684,0.6357882352941175,45.45,54.55,18.18,12.5,12.5,15.79,52.63,0.974,0.974,1.395
Spanish La Liga,2018/19,Huesca,38.0,6.0,18.0,14.0,4.0,1.0,1.0,1.0,5.0,2.0,16.0,33.0,43.0,65.0,0.8947368421052632,5.447368421052632,0.5635742857142857,66.67,33.33,16.67,33.33,5.56,14.29,42.11,0.868,1.132,1.711
Spanish La Liga,2018/19,Leganes,38.0,10.0,12.0,16.0,7.0,2.0,1.0,1.0,5.0,3.0,20.0,45.0,37.0,43.0,0.8947368421052632,5.342105263157895,0.5861914285714286,70.0,30.0,10.0,50.0,8.33,18.75,52.63,1.184,0.974,1.132
Spanish La Liga,2018/19,Levante,38.0,15.0,12.0,11.0,9.0,5.0,1.0,0.0,3.0,2.0,17.0,44.0,59.0,66.0,1.1578947368421053,5.7368421052631575,0.6346864864864866,60.0,40.0,6.67,25.0,0.0,18.18,44.74,1.158,1.553,1.737
Spanish La Liga,2018/19,Real Madrid,38.0,14.0,11.0,13.0,12.0,1.0,1.0,1.0,2.0,8.0,16.0,68.0,63.0,46.0,1.131578947368421,4.868421052631579,0.5314861111111111,85.71,14.29,7.14,27.27,9.09,61.54,42.11,1.789,1.658,1.211
Spanish La Liga,2018/19,Sevilla,38.0,9.0,13.0,16.0,8.0,0.0,1.0,1.0,4.0,8.0,18.0,59.0,62.0,47.0,1.105263157894737,5.947368421052632,0.6168333333333335,88.89,11.11,11.11,38.46,7.69,50.0,47.37,1.553,1.632,1.237
Spanish La Liga,2018/19,Sociedad,38.0,11.0,12.0,15.0,6.0,3.0,2.0,1.0,3.0,6.0,19.0,50.0,45.0,46.0,0.9210526315789473,5.157894736842105,0.4822545454545455,54.55,45.45,18.18,33.33,8.33,40.0,50.0,1.316,1.184,1.211
Spanish La Liga,2018/19,Valencia,38.0,15.0,6.0,17.0,11.0,4.0,0.0,1.0,2.0,3.0,14.0,61.0,51.0,35.0,0.7105263157894737,5.526315789473684,0.5804750000000001,73.33,26.67,0.0,50.0,16.67,17.65,36.84,1.605,1.342,0.921
Spanish La Liga,2018/19,Valladolid,38.0,6.0,14.0,18.0,5.0,1.0,0.0,1.0,4.0,4.0,18.0,41.0,32.0,51.0,0.8157894736842105,5.342105263157895,0.5990235294117646,83.33,16.67,0.0,35.71,7.14,22.22,47.37,1.079,0.842,1.342
Spanish La Liga,2018/19,Vallecano,38.0,13.0,12.0,13.0,5.0,5.0,3.0,0.0,1.0,3.0,20.0,32.0,41.0,70.0,1.0526315789473684,5.0,0.5482027027027027,38.46,61.54,23.08,8.33,0.0,23.08,52.63,0.842,1.079,1.842
Spanish La Liga,2018/19,Villarreal,38.0,6.0,10.0,22.0,2.0,2.0,2.0,1.0,4.0,7.0,23.0,44.0,49.0,52.0,0.9736842105263158,5.447368421052632,0.6987735294117646,33.33,66.67,33.33,50.0,10.0,31.82,60.53,1.158,1.289,1.368
Spanish La Liga,2019/20,Alaves,38.0,2.0,15.0,21.0,1.0,1.0,0.0,0.0,2.0,9.0,18.0,39.0,34.0,59.0,0.9473684210526315,5.342105263157895,0.6935166666666667,50.0,50.0,0.0,13.33,0.0,42.86,47.37,1.026,0.895,1.553
Spanish La Liga,2019/20,Ath Bilbao,38.0,14.0,7.0,17.0,10.0,3.0,1.0,1.0,0.0,2.0,13.0,51.0,41.0,38.0,0.7368421052631579,4.7894736842105265,0.5455882352941177,71.43,28.57,7.14,14.29,14.29,11.76,34.21,1.342,1.079,1.0
Spanish La Liga,2019/20,Ath Madrid,38.0,12.0,4.0,22.0,8.0,4.0,0.0,1.0,2.0,9.0,19.0,70.0,51.0,27.0,0.868421052631579,5.684210526315789,0.5843424242424242,66.67,33.33,0.0,75.0,25.0,40.91,50.0,1.842,1.342,0.711
Spanish La Liga,2019/20,Barcelona,38.0,19.0,5.0,14.0,17.0,1.0,1.0,1.0,2.0,7.0,15.0,82.0,86.0,38.0,1.1578947368421053,5.0,0.5839277777777777,89.47,10.53,5.26,60.0,20.0,50.0,39.47,2.158,2.263,1.0
Spanish La Liga,2019/20,Betis,38.0,5.0,12.0,21.0,5.0,0.0,0.0,0.0,6.0,5.0,22.0,41.0,48.0,60.0,0.9210526315789473,6.131578947368421,0.5675457142857143,100.0,0.0,0.0,50.0,0.0,23.81,57.89,1.079,1.263,1.579
Spanish La Liga,2019/20,Celta,38.0,6.0,10.0,22.0,3.0,2.0,1.0,1.0,2.0,3.0,16.0,37.0,37.0,49.0,0.7894736842105263,6.131578947368421,0.667741935483871,50.0,50.0,16.67,30.0,10.0,13.64,42.11,0.974,0.974,1.289
Spanish La Liga,2019/20,Eibar,38.0,9.0,11.0,18.0,7.0,1.0,1.0,1.0,0.0,3.0,13.0,42.0,39.0,56.0,0.8947368421052632,4.368421052631579,0.5353575757575758,77.78,22.22,11.11,9.09,9.09,16.67,34.21,1.105,1.026,1.474
Spanish La Liga,2019/20,Espanol,38.0,9.0,13.0,16.0,3.0,3.0,3.0,0.0,1.0,2.0,17.0,25.0,27.0,58.0,0.8421052631578947,5.157894736842105,0.54762,33.33,66.67,33.33,7.69,0.0,12.5,44.74,0.658,0.711,1.526
Spanish La Liga,2019/20,Getafe,38.0,9.0,7.0,22.0,7.0,1.0,1.0,1.0,1.0,6.0,16.0,54.0,43.0,37.0,0.9473684210526315,7.184210526315789,0.5808121212121212,77.78,22.22,11.11,28.57,14.29,27.27,42.11,1.421,1.132,0.974
Spanish La Liga,2019/20,Granada,38.0,11.0,11.0,16.0,10.0,1.0,0.0,1.0,1.0,5.0,13.0,56.0,52.0,45.0,0.7631578947368421,6.157894736842105,0.5328694444444445,90.91,9.09,0.0,18.18,9.09,31.25,34.21,1.474,1.368,1.184
Spanish La Liga,2019/20,Leganes,38.0,7.0,13.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,15.0,36.0,30.0,51.0,0.7105263157894737,6.368421052631579,0.5808852941176471,57.14,42.86,14.29,23.08,15.38,11.11,39.47,0.947,0.789,1.342
Spanish La Liga,2019/20,Levante,38.0,8.0,12.0,18.0,4.0,2.0,2.0,3.0,0.0,7.0,20.0,49.0,47.0,53.0,1.131578947368421,4.7631578947368425,0.6138916666666667,50.0,50.0,25.0,25.0,25.0,38.89,52.63,1.289,1.237,1.395
Spanish La Liga,2019/20,Mallorca,38.0,10.0,15.0,13.0,8.0,2.0,0.0,0.0,0.0,1.0,11.0,33.0,40.0,65.0,0.7368421052631579,5.7631578947368425,0.5523162162162163,80.0,20.0,0.0,0.0,0.0,7.69,28.95,0.868,1.053,1.711
Spanish La Liga,2019/20,Osasuna,38.0,7.0,15.0,16.0,5.0,2.0,0.0,2.0,2.0,6.0,13.0,52.0,46.0,54.0,0.8157894736842105,5.394736842105263,0.5751090909090909,71.43,28.57,0.0,26.67,13.33,37.5,34.21,1.368,1.211,1.421
Spanish La Liga,2019/20,Real Madrid,38.0,15.0,2.0,21.0,15.0,0.0,0.0,0.0,1.0,11.0,14.0,87.0,70.0,25.0,0.8947368421052632,4.578947368421052,0.6578441176470589,100.0,0.0,0.0,50.0,0.0,52.38,36.84,2.289,1.842,0.658
Spanish La Liga,2019/20,Sevilla,38.0,13.0,6.0,19.0,9.0,2.0,2.0,1.0,3.0,9.0,19.0,70.0,54.0,34.0,0.868421052631579,5.421052631578948,0.6009277777777778,69.23,30.77,15.38,66.67,16.67,47.37,50.0,1.842,1.421,0.895
Spanish La Liga,2019/20,Sociedad,38.0,9.0,9.0,20.0,6.0,0.0,3.0,1.0,2.0,9.0,20.0,56.0,56.0,48.0,0.9736842105263158,5.0,0.6197777777777778,66.67,33.33,33.33,33.33,11.11,45.0,52.63,1.474,1.474,1.263
Spanish La Liga,2019/20,Valencia,38.0,9.0,13.0,16.0,7.0,2.0,0.0,2.0,3.0,5.0,17.0,53.0,46.0,53.0,0.868421052631579,4.842105263157895,0.5452999999999999,77.78,22.22,0.0,38.46,15.38,31.25,44.74,1.395,1.211,1.395
Spanish La Liga,2019/20,Valladolid,38.0,7.0,10.0,21.0,5.0,2.0,0.0,0.0,2.0,4.0,14.0,42.0,32.0,43.0,0.6578947368421053,4.7105263157894735,0.625521875,71.43,28.57,0.0,20.0,0.0,19.05,36.84,1.105,0.842,1.132
Spanish La Liga,2019/20,Villarreal,38.0,16.0,7.0,15.0,12.0,1.0,3.0,1.0,1.0,5.0,17.0,60.0,63.0,49.0,0.9473684210526315,4.368421052631579,0.6088027777777776,75.0,25.0,18.75,28.57,14.29,33.33,44.74,1.579,1.658,1.289
Spanish La Liga,2020/21,Alaves,38.0,10.0,11.0,17.0,5.0,4.0,1.0,0.0,1.0,4.0,17.0,38.0,36.0,57.0,0.9210526315789473,4.947368421052632,0.6372588235294118,50.0,50.0,10.0,9.09,0.0,23.53,44.74,1.0,0.947,1.5
Spanish La Liga,2020/21,Ath Bilbao,38.0,10.0,9.0,19.0,6.0,4.0,0.0,1.0,2.0,4.0,19.0,46.0,46.0,42.0,0.8421052631578947,4.526315789473684,0.6400057142857142,60.0,40.0,0.0,33.33,11.11,21.05,50.0,1.211,1.211,1.105
Spanish La Liga,2020/21,Ath Madrid,38.0,16.0,4.0,18.0,15.0,1.0,0.0,1.0,0.0,10.0,13.0,86.0,67.0,25.0,0.9736842105263158,4.2105263157894735,0.5722676470588235,93.75,6.25,0.0,25.0,25.0,55.56,34.21,2.263,1.763,0.658
Spanish La Liga,2020/21,Barcelona,38.0,20.0,5.0,13.0,17.0,2.0,1.0,1.0,1.0,6.0,14.0,79.0,85.0,38.0,1.0526315789473684,4.105263157894737,0.5326297297297297,85.0,15.0,5.0,40.0,20.0,46.15,36.84,2.079,2.237,1.0
Spanish La Liga,2020/21,Betis,38.0,10.0,9.0,19.0,6.0,2.0,2.0,2.0,1.0,9.0,19.0,61.0,50.0,50.0,0.9736842105263158,4.894736842105263,0.6248055555555555,60.0,40.0,20.0,33.33,22.22,47.37,50.0,1.605,1.316,1.316
Spanish La Liga,2020/21,Cadiz,38.0,9.0,16.0,13.0,7.0,1.0,1.0,0.0,5.0,4.0,15.0,44.0,36.0,58.0,0.7368421052631579,4.552631578947368,0.49000000000000005,77.78,22.22,11.11,31.25,0.0,30.77,39.47,1.158,0.947,1.526
Spanish La Liga,2020/21,Celta,38.0,13.0,9.0,16.0,9.0,2.0,2.0,0.0,0.0,5.0,11.0,53.0,55.0,57.0,0.7105263157894737,5.815789473684211,0.4641470588235294,69.23,30.77,15.38,0.0,0.0,31.25,28.95,1.395,1.447,1.5
Spanish La Liga,2020/21,Eibar,38.0,3.0,18.0,17.0,2.0,1.0,0.0,0.0,3.0,4.0,13.0,30.0,29.0,52.0,0.6578947368421053,3.710526315789474,0.45539117647058824,66.67,33.33,0.0,16.67,0.0,23.53,34.21,0.789,0.763,1.368
Spanish La Liga,2020/21,Elche,38.0,10.0,17.0,11.0,6.0,4.0,0.0,1.0,4.0,1.0,16.0,36.0,34.0,55.0,0.9210526315789473,4.815789473684211,0.4490722222222222,60.0,40.0,0.0,29.41,5.88,9.09,42.11,0.947,0.895,1.447
Spanish La Liga,2020/21,Getafe,38.0,4.0,13.0,21.0,4.0,0.0,0.0,0.0,3.0,5.0,16.0,38.0,28.0,43.0,0.8421052631578947,6.2631578947368425,0.5353322580645162,100.0,0.0,0.0,23.08,0.0,23.81,42.11,1.0,0.737,1.132
Spanish La Liga,2020/21,Granada,38.0,6.0,16.0,16.0,5.0,1.0,0.0,2.0,0.0,6.0,13.0,46.0,47.0,65.0,0.7894736842105263,5.578947368421052,0.5071444444444444,83.33,16.67,0.0,12.5,12.5,37.5,34.21,1.211,1.237,1.711
Spanish La Liga,2020/21,Huesca,38.0,7.0,12.0,19.0,4.0,3.0,0.0,0.0,3.0,3.0,18.0,34.0,34.0,53.0,0.8421052631578947,3.6315789473684212,0.6670303030303031,57.14,42.86,0.0,25.0,0.0,15.79,47.37,0.895,0.895,1.395
Spanish La Liga,2020/21,Levante,38.0,8.0,10.0,20.0,5.0,3.0,0.0,0.0,4.0,4.0,20.0,41.0,46.0,57.0,0.8947368421052632,4.2631578947368425,0.5244342105263158,62.5,37.5,0.0,40.0,0.0,20.0,52.63,1.079,1.211,1.5
Spanish La Liga,2020/21,Osasuna,38.0,10.0,8.0,20.0,6.0,3.0,1.0,0.0,1.0,5.0,18.0,44.0,37.0,48.0,0.8157894736842105,3.9473684210526314,0.6803030303030303,60.0,40.0,10.0,12.5,0.0,25.0,47.37,1.158,0.974,1.263
Spanish La Liga,2020/21,Real Madrid,38.0,15.0,7.0,16.0,13.0,2.0,0.0,2.0,2.0,10.0,17.0,84.0,67.0,28.0,0.9210526315789473,3.973684210526316,0.6,86.67,13.33,0.0,57.14,28.57,62.5,44.74,2.211,1.763,0.737
Spanish La Liga,2020/21,Sevilla,38.0,12.0,6.0,20.0,9.0,2.0,1.0,1.0,1.0,14.0,23.0,77.0,53.0,33.0,1.0263157894736843,5.0,0.6575184210526316,75.0,25.0,8.33,33.33,16.67,70.0,60.53,2.026,1.395,0.868
Spanish La Liga,2020/21,Sociedad,38.0,15.0,7.0,16.0,13.0,2.0,0.0,0.0,3.0,4.0,15.0,62.0,59.0,38.0,0.9473684210526315,4.7368421052631575,0.5378972222222222,86.67,13.33,0.0,42.86,0.0,25.0,39.47,1.632,1.553,1.0
Spanish La Liga,2020/21,Valencia,38.0,8.0,13.0,17.0,5.0,3.0,0.0,1.0,5.0,4.0,21.0,43.0,50.0,53.0,0.9736842105263158,5.026315789473684,0.5722222222222222,62.5,37.5,0.0,46.15,7.69,23.53,55.26,1.132,1.316,1.395
Spanish La Liga,2020/21,Valladolid,38.0,10.0,12.0,16.0,4.0,4.0,2.0,1.0,5.0,0.0,21.0,31.0,34.0,57.0,0.8947368421052632,5.131578947368421,0.6231499999999999,40.0,60.0,20.0,50.0,8.33,0.0,55.26,0.816,0.895,1.5
Spanish La Liga,2020/21,Villarreal,38.0,16.0,10.0,12.0,11.0,3.0,2.0,0.0,3.0,4.0,13.0,58.0,60.0,44.0,0.7368421052631579,4.026315789473684,0.4779441176470588,68.75,31.25,12.5,30.0,0.0,33.33,34.21,1.526,1.579,1.158
Spanish La Liga,2021/22,Alaves,38.0,8.0,13.0,17.0,4.0,2.0,2.0,1.0,2.0,3.0,21.0,31.0,31.0,65.0,1.0789473684210527,4.684210526315789,0.6330000000000001,50.0,50.0,25.0,23.08,7.69,17.65,55.26,0.816,0.816,1.711
Spanish La Liga,2021/22,Ath Bilbao,38.0,10.0,11.0,17.0,9.0,1.0,0.0,0.0,2.0,5.0,10.0,55.0,43.0,36.0,0.631578947368421,5.421052631578948,0.41197812500000003,90.0,10.0,0.0,18.18,0.0,29.41,26.32,1.447,1.132,0.947
Spanish La Liga,2021/22,Ath Madrid,38.0,12.0,8.0,18.0,10.0,2.0,0.0,3.0,1.0,8.0,19.0,71.0,65.0,43.0,0.9736842105263158,5.605263157894737,0.5914694444444444,83.33,16.67,0.0,50.0,37.5,44.44,50.0,1.868,1.711,1.132
Spanish La Liga,2021/22,Barcelona,38.0,15.0,7.0,16.0,14.0,1.0,0.0,1.0,1.0,6.0,11.0,73.0,68.0,38.0,0.6578947368421053,5.2368421052631575,0.5578722222222221,93.33,6.67,0.0,28.57,14.29,37.5,28.95,1.921,1.789,1.0
Spanish La Liga,2021/22,Betis,38.0,15.0,7.0,16.0,13.0,2.0,0.0,1.0,1.0,5.0,15.0,65.0,62.0,40.0,1.0,4.5,0.560785294117647,86.67,13.33,0.0,28.57,14.29,31.25,39.47,1.711,1.632,1.053
Spanish La Liga,2021/22,Cadiz,38.0,6.0,12.0,20.0,3.0,2.0,1.0,0.0,4.0,5.0,18.0,39.0,35.0,51.0,1.0263157894736843,5.605263157894737,0.58958125,50.0,50.0,16.67,33.33,0.0,25.0,47.37,1.026,0.921,1.342
Spanish La Liga,2021/22,Celta,38.0,10.0,11.0,17.0,8.0,1.0,1.0,0.0,2.0,4.0,14.0,46.0,43.0,43.0,0.8421052631578947,5.184210526315789,0.5674575757575757,80.0,20.0,10.0,18.18,0.0,23.53,36.84,1.211,1.132,1.132
Spanish La Liga,2021/22,Elche,38.0,8.0,12.0,18.0,4.0,3.0,1.0,1.0,0.0,6.0,17.0,42.0,40.0,52.0,0.868421052631579,5.052631578947368,0.6064861111111112,50.0,50.0,12.5,8.33,8.33,33.33,44.74,1.105,1.053,1.368
Spanish La Liga,2021/22,Espanol,38.0,8.0,14.0,16.0,5.0,2.0,1.0,1.0,4.0,4.0,18.0,42.0,40.0,53.0,0.7368421052631579,6.157894736842105,0.5277542857142858,62.5,37.5,12.5,35.71,7.14,25.0,47.37,1.105,1.053,1.395
Spanish La Liga,2021/22,Getafe,38.0,8.0,10.0,20.0,4.0,3.0,1.0,0.0,1.0,4.0,14.0,39.0,33.0,41.0,0.7631578947368421,6.315789473684211,0.43809666666666663,50.0,50.0,12.5,10.0,0.0,20.0,36.84,1.026,0.868,1.079
Spanish La Liga,2021/22,Granada,38.0,8.0,13.0,17.0,4.0,3.0,1.0,0.0,4.0,4.0,18.0,38.0,44.0,61.0,1.0,5.7105263157894735,0.5691939393939394,50.0,50.0,12.5,30.77,0.0,23.53,47.37,1.0,1.158,1.605
Spanish La Liga,2021/22,Levante,38.0,9.0,15.0,14.0,3.0,2.0,4.0,1.0,3.0,4.0,18.0,35.0,51.0,76.0,1.105263157894737,5.7368421052631575,0.6474085714285714,33.33,66.67,44.44,26.67,6.67,28.57,47.37,0.921,1.342,2.0
Spanish La Liga,2021/22,Mallorca,38.0,9.0,11.0,18.0,4.0,4.0,1.0,0.0,0.0,6.0,18.0,39.0,36.0,63.0,1.0263157894736843,6.315789473684211,0.6181382352941176,44.44,55.56,11.11,0.0,0.0,33.33,47.37,1.026,0.947,1.658
Spanish La Liga,2021/22,Osasuna,38.0,7.0,10.0,21.0,5.0,2.0,0.0,2.0,0.0,5.0,16.0,47.0,37.0,51.0,0.9210526315789473,4.184210526315789,0.6080818181818181,71.43,28.57,0.0,20.0,20.0,23.81,42.11,1.237,0.974,1.342
Spanish La Liga,2021/22,Real Madrid,38.0,16.0,7.0,15.0,15.0,1.0,0.0,2.0,1.0,9.0,13.0,86.0,80.0,31.0,1.1578947368421053,4.2631578947368425,0.5666666666666668,93.75,6.25,0.0,42.86,28.57,60.0,34.21,2.263,2.105,0.816
Spanish La Liga,2021/22,Sevilla,38.0,13.0,5.0,20.0,10.0,2.0,1.0,0.0,4.0,8.0,17.0,70.0,53.0,30.0,0.7368421052631579,5.2631578947368425,0.5025242424242424,76.92,23.08,7.69,80.0,0.0,40.0,44.74,1.842,1.395,0.789
Spanish La Liga,2021/22,Sociedad,38.0,9.0,7.0,22.0,6.0,3.0,0.0,2.0,1.0,9.0,21.0,62.0,40.0,37.0,1.0526315789473684,4.7105263157894735,0.709378125,66.67,33.33,0.0,42.86,28.57,40.91,55.26,1.632,1.053,0.974
Spanish La Liga,2021/22,Valencia,38.0,9.0,11.0,18.0,6.0,2.0,1.0,1.0,3.0,4.0,15.0,48.0,48.0,53.0,0.8421052631578947,7.2894736842105265,0.545459375,66.67,33.33,11.11,36.36,9.09,22.22,39.47,1.263,1.263,1.395
Spanish La Liga,2021/22,Vallecano,38.0,9.0,15.0,14.0,8.0,1.0,0.0,0.0,4.0,3.0,15.0,42.0,39.0,50.0,0.7368421052631579,5.5,0.5203694444444444,88.89,11.11,0.0,26.67,0.0,21.43,39.47,1.105,1.026,1.316
Spanish La Liga,2021/22,Villarreal,38.0,16.0,6.0,16.0,14.0,1.0,1.0,0.0,2.0,2.0,12.0,59.0,63.0,37.0,0.8421052631578947,4.7368421052631575,0.5395363636363636,87.5,12.5,6.25,33.33,0.0,12.5,31.58,1.553,1.658,0.974
Spanish La Liga,2022/23,Almeria,38.0,11.0,11.0,16.0,8.0,1.0,2.0,1.0,0.0,2.0,13.0,41.0,49.0,65.0,0.7894736842105263,5.157894736842105,0.5171189189189189,72.73,27.27,18.18,9.09,9.09,12.5,34.21,1.079,1.289,1.711
Spanish La Liga,2022/23,Ath Bilbao,38.0,12.0,8.0,18.0,12.0,0.0,0.0,0.0,1.0,2.0,11.0,51.0,47.0,43.0,0.8157894736842105,4.921052631578948,0.6000030303030303,100.0,0.0,0.0,12.5,0.0,11.11,28.95,1.342,1.237,1.132
Spanish La Liga,2022/23,Ath Madrid,38.0,16.0,6.0,16.0,13.0,3.0,0.0,0.0,0.0,10.0,14.0,77.0,70.0,33.0,0.9473684210526315,5.2105263157894735,0.6166710526315788,81.25,18.75,0.0,0.0,0.0,62.5,36.84,2.026,1.842,0.868
Spanish La Liga,2022/23,Barcelona,38.0,19.0,7.0,12.0,18.0,1.0,0.0,1.0,0.0,9.0,11.0,88.0,70.0,20.0,0.8157894736842105,4.894736842105263,0.43857142857142856,94.74,5.26,0.0,14.29,14.29,75.0,28.95,2.316,1.842,0.526
Spanish La Liga,2022/23,Betis,38.0,13.0,6.0,19.0,10.0,3.0,0.0,2.0,0.0,5.0,18.0,60.0,46.0,41.0,0.7631578947368421,5.315789473684211,0.545684375,76.92,23.08,0.0,33.33,33.33,26.32,47.37,1.579,1.211,1.079
Spanish La Liga,2022/23,Cadiz,38.0,9.0,11.0,18.0,5.0,4.0,0.0,0.0,1.0,5.0,16.0,42.0,30.0,53.0,0.8947368421052632,6.131578947368421,0.6338424242424242,55.56,44.44,0.0,9.09,0.0,27.78,42.11,1.105,0.789,1.395
Spanish La Liga,2022/23,Celta,38.0,9.0,15.0,14.0,5.0,3.0,1.0,0.0,4.0,6.0,19.0,43.0,43.0,53.0,0.9473684210526315,5.605263157894737,0.5433888888888888,55.56,44.44,11.11,26.67,0.0,42.86,50.0,1.132,1.132,1.395
Spanish La Liga,2022/23,Elche,38.0,6.0,19.0,13.0,3.0,1.0,2.0,0.0,5.0,2.0,17.0,25.0,30.0,67.0,1.0,5.2631578947368425,0.47500000000000003,50.0,50.0,33.33,26.32,0.0,15.38,44.74,0.658,0.789,1.763
Spanish La Liga,2022/23,Espanol,38.0,4.0,17.0,17.0,2.0,0.0,2.0,0.0,6.0,6.0,18.0,37.0,52.0,69.0,0.7368421052631579,5.842105263157895,0.6121621621621621,50.0,50.0,50.0,35.29,0.0,35.29,47.37,0.974,1.368,1.816
Spanish La Liga,2022/23,Getafe,38.0,6.0,12.0,20.0,4.0,1.0,1.0,0.0,2.0,6.0,15.0,42.0,34.0,45.0,0.7105263157894737,6.105263157894737,0.547396875,66.67,33.33,16.67,16.67,0.0,30.0,39.47,1.105,0.895,1.184
Spanish La Liga,2022/23,Girona,38.0,9.0,9.0,20.0,7.0,1.0,1.0,1.0,2.0,5.0,18.0,49.0,58.0,55.0,0.7894736842105263,5.0,0.5743243243243243,77.78,22.22,11.11,33.33,11.11,25.0,47.37,1.289,1.526,1.447
Spanish La Liga,2022/23,Mallorca,38.0,8.0,12.0,18.0,8.0,0.0,0.0,1.0,3.0,5.0,17.0,50.0,37.0,43.0,0.7894736842105263,5.815789473684211,0.5699055555555556,100.0,0.0,0.0,33.33,8.33,27.78,44.74,1.316,0.974,1.132
Spanish La Liga,2022/23,Osasuna,38.0,9.0,11.0,18.0,6.0,2.0,1.0,1.0,1.0,8.0,18.0,53.0,37.0,42.0,0.8947368421052632,4.973684210526316,0.5980411764705883,66.67,33.33,11.11,18.18,9.09,44.44,47.37,1.395,0.974,1.105
Spanish La Liga,2022/23,Real Madrid,38.0,15.0,4.0,19.0,14.0,1.0,0.0,1.0,0.0,9.0,16.0,78.0,75.0,36.0,1.0,4.7105263157894735,0.5754611111111111,93.33,6.67,0.0,25.0,25.0,47.37,42.11,2.053,1.974,0.947
Spanish La Liga,2022/23,Sevilla,38.0,10.0,12.0,16.0,5.0,4.0,1.0,1.0,3.0,7.0,22.0,49.0,47.0,54.0,1.0526315789473684,6.157894736842105,0.5893162162162161,50.0,50.0,10.0,33.33,8.33,43.75,57.89,1.289,1.237,1.421
