League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
Italian Serie A,2023/24,Bologna,38.0,12.0,10.0,16.0,10.0,2.0,0.0,3.0,3.0,5.0,15.0,68.0,54.0,32.0,0.8947368421052632,5.5,0.502603125,83.33,16.67,0.0,60.0,30.0,31.25,39.47,1.789,1.421,0.842
Italian Serie A,2023/24,Cagliari,38.0,6.0,18.0,14.0,1.0,3.0,2.0,2.0,3.0,5.0,18.0,36.0,42.0,68.0,1.0263157894736843,4.473684210526316,0.588977142857143,16.67,83.33,33.33,27.78,11.11,35.71,47.37,0.947,1.105,1.789
Italian Serie A,2023/24,Empoli,38.0,7.0,15.0,16.0,7.0,0.0,0.0,0.0,2.0,2.0,11.0,36.0,29.0,54.0,0.7368421052631579,4.2894736842105265,0.603429411764706,100.0,0.0,0.0,13.33,0.0,12.5,28.95,0.947,0.763,1.421
Italian Serie A,2023/24,Fiorentina,38.0,15.0,13.0,10.0,10.0,5.0,0.0,1.0,3.0,6.0,18.0,60.0,61.0,46.0,0.8947368421052632,4.315789473684211,0.4882837837837839,66.67,33.33,0.0,30.77,7.69,60.0,47.37,1.579,1.605,1.211
Italian Serie A,2023/24,Frosinone,38.0,7.0,16.0,15.0,4.0,2.0,1.0,2.0,3.0,2.0,17.0,35.0,44.0,69.0,1.0789473684210527,4.078947368421052,0.5479060606060607,57.14,42.86,14.29,31.25,12.5,13.33,44.74,0.921,1.158,1.816
Italian Serie A,2023/24,Genoa,38.0,12.0,8.0,18.0,7.0,5.0,0.0,3.0,1.0,2.0,20.0,49.0,45.0,45.0,0.8421052631578947,4.7631578947368425,0.5438085714285713,58.33,41.67,0.0,50.0,37.5,11.11,52.63,1.289,1.184,1.184
Italian Serie A,2023/24,Inter,38.0,26.0,4.0,8.0,22.0,3.0,1.0,2.0,1.0,5.0,12.0,94.0,89.0,22.0,1.263157894736842,3.236842105263158,0.499128947368421,84.62,15.38,3.85,75.0,50.0,62.5,31.58,2.474,2.342,0.579
Italian Serie A,2023/24,Juventus,38.0,10.0,10.0,18.0,9.0,1.0,0.0,1.0,5.0,9.0,17.0,71.0,54.0,31.0,0.6842105263157895,4.184210526315789,0.5475529411764706,90.0,10.0,0.0,60.0,10.0,50.0,44.74,1.868,1.421,0.816
Italian Serie A,2023/24,Lazio,38.0,14.0,5.0,19.0,8.0,3.0,3.0,0.0,0.0,10.0,21.0,61.0,49.0,39.0,0.868421052631579,5.421052631578948,0.6259277777777777,57.14,42.86,21.43,0.0,0.0,52.63,55.26,1.605,1.289,1.026
Italian Serie A,2023/24,Lecce,38.0,6.0,14.0,18.0,4.0,1.0,1.0,1.0,5.0,3.0,18.0,38.0,32.0,54.0,1.0263157894736843,4.921052631578948,0.6425916666666667,66.67,33.33,16.67,42.86,7.14,16.67,47.37,1.0,0.842,1.421
Italian Serie A,2023/24,Milan,38.0,18.0,5.0,15.0,15.0,3.0,0.0,0.0,1.0,7.0,14.0,75.0,76.0,49.0,0.8157894736842105,4.894736842105263,0.5495513513513512,83.33,16.67,0.0,20.0,0.0,46.67,36.84,1.974,2.0,1.289
Italian Serie A,2023/24,Monza,38.0,10.0,13.0,15.0,8.0,1.0,1.0,0.0,2.0,3.0,10.0,45.0,39.0,51.0,0.6578947368421053,4.447368421052632,0.5292909090909091,80.0,20.0,10.0,15.38,0.0,20.0,26.32,1.184,1.026,1.342
Italian Serie A,2023/24,Napoli,38.0,10.0,11.0,17.0,9.0,1.0,0.0,1.0,4.0,3.0,14.0,53.0,55.0,48.0,0.8947368421052632,4.342105263157895,0.6258411764705881,90.0,10.0,0.0,45.45,9.09,17.65,36.84,1.395,1.447,1.263
Italian Serie A,2023/24,Roma,38.0,11.0,10.0,17.0,9.0,1.0,1.0,2.0,1.0,7.0,15.0,63.0,65.0,46.0,1.0263157894736843,5.2368421052631575,0.6255944444444445,81.82,18.18,9.09,30.0,20.0,41.18,39.47,1.658,1.711,1.211
Italian Serie A,2023/24,Salernitana,38.0,5.0,20.0,13.0,0.0,2.0,3.0,1.0,3.0,1.0,16.0,17.0,32.0,81.0,1.0789473684210527,4.578947368421052,0.5157621621621621,0.0,100.0,60.0,20.0,5.0,7.69,42.11,0.447,0.842,2.132
Italian Serie A,2023/24,Sassuolo,38.0,13.0,12.0,13.0,4.0,3.0,6.0,1.0,2.0,2.0,21.0,30.0,43.0,75.0,1.2105263157894737,3.710526315789474,0.5458052631578948,30.77,69.23,46.15,25.0,8.33,15.38,55.26,0.789,1.132,1.974
Italian Serie A,2023/24,Torino,38.0,8.0,3.0,27.0,8.0,0.0,0.0,0.0,0.0,5.0,13.0,53.0,36.0,36.0,0.7894736842105263,4.315789473684211,0.698848275862069,100.0,0.0,0.0,0.0,0.0,18.52,34.21,1.395,0.947,0.947
Italian Serie A,2023/24,Udinese,38.0,10.0,11.0,17.0,3.0,5.0,2.0,0.0,2.0,3.0,14.0,37.0,37.0,53.0,0.631578947368421,4.815789473684211,0.5622588235294118,30.0,70.0,20.0,18.18,0.0,17.65,36.84,0.974,0.974,1.395
Italian Serie A,2023/24,Verona,38.0,6.0,14.0,18.0,4.0,2.0,0.0,0.0,3.0,5.0,17.0,38.0,38.0,51.0,0.6842105263157895,4.526315789473684,0.5833314285714286,66.67,33.33,0.0,21.43,0.0,27.78,44.74,1.0,1.0,1.342
Italian Serie A,2024/25,Atalanta,38.0,15.0,8.0,15.0,13.0,0.0,2.0,3.0,2.0,6.0,16.0,74.0,78.0,37.0,1.131578947368421,3.1842105263157894,0.5569371428571429,86.67,13.33,13.33,62.5,37.5,40.0,42.11,1.947,2.053,0.974
Italian Serie A,2024/25,Bologna,38.0,9.0,12.0,17.0,7.0,2.0,0.0,2.0,4.0,7.0,17.0,62.0,57.0,47.0,0.9473684210526315,4.184210526315789,0.6447657142857143,77.78,22.22,0.0,50.0,16.67,41.18,44.74,1.632,1.5,1.237
Italian Serie A,2024/25,Cagliari,38.0,6.0,16.0,16.0,3.0,2.0,1.0,1.0,2.0,5.0,17.0,36.0,40.0,56.0,0.9473684210526315,3.5526315789473686,0.567617142857143,50.0,50.0,16.67,18.75,6.25,31.25,44.74,0.947,1.053,1.474
Italian Serie A,2024/25,Como,38.0,14.0,10.0,14.0,7.0,4.0,3.0,1.0,3.0,5.0,22.0,49.0,49.0,52.0,1.105263157894737,5.105263157894737,0.6193,50.0,50.0,21.43,40.0,10.0,35.71,57.89,1.289,1.289,1.368
Italian Serie A,2024/25,Empoli,38.0,9.0,10.0,19.0,4.0,4.0,1.0,1.0,0.0,1.0,16.0,31.0,33.0,59.0,0.8947368421052632,3.473684210526316,0.5691176470588236,44.44,55.56,11.11,10.0,10.0,5.26,42.11,0.816,0.868,1.553
Italian Serie A,2024/25,Fiorentina,38.0,16.0,10.0,12.0,13.0,2.0,1.0,2.0,2.0,4.0,15.0,65.0,60.0,41.0,0.8947368421052632,4.842105263157895,0.4838085714285714,81.25,18.75,6.25,40.0,20.0,33.33,39.47,1.711,1.579,1.079
Italian Serie A,2024/25,Genoa,38.0,5.0,12.0,21.0,4.0,0.0,1.0,0.0,6.0,6.0,21.0,43.0,37.0,49.0,1.0526315789473684,3.9473684210526314,0.6705852941176471,80.0,20.0,20.0,50.0,0.0,28.57,55.26,1.132,0.974,1.289
Italian Serie A,2024/25,Inter,38.0,19.0,3.0,16.0,14.0,5.0,0.0,1.0,1.0,9.0,20.0,81.0,79.0,35.0,1.1578947368421053,3.0,0.5787263157894736,73.68,26.32,0.0,66.67,33.33,56.25,52.63,2.132,2.079,0.921
Italian Serie A,2024/25,Juventus,38.0,15.0,7.0,16.0,10.0,4.0,1.0,1.0,3.0,7.0,16.0,70.0,58.0,35.0,0.868421052631579,3.736842105263158,0.5267117647058823,66.67,33.33,6.67,57.14,14.29,43.75,42.11,1.842,1.526,0.921
Italian Serie A,2024/25,Lazio,38.0,16.0,10.0,12.0,13.0,2.0,1.0,0.0,3.0,5.0,12.0,65.0,61.0,49.0,0.9210526315789473,5.894736842105263,0.5770297297297297,81.25,18.75,6.25,30.0,0.0,41.67,31.58,1.711,1.605,1.289
Italian Serie A,2024/25,Lecce,38.0,8.0,13.0,17.0,4.0,2.0,2.0,0.0,1.0,4.0,15.0,34.0,27.0,58.0,0.9210526315789473,4.026315789473684,0.5573529411764706,50.0,50.0,25.0,7.69,0.0,23.53,39.47,0.895,0.711,1.526
Italian Serie A,2024/25,Milan,38.0,11.0,10.0,17.0,7.0,3.0,1.0,2.0,2.0,9.0,21.0,63.0,61.0,43.0,0.8947368421052632,3.9210526315789473,0.5828722222222223,63.64,36.36,9.09,40.0,20.0,52.94,55.26,1.658,1.605,1.132
Italian Serie A,2024/25,Monza,38.0,5.0,16.0,17.0,2.0,1.0,2.0,0.0,1.0,1.0,14.0,18.0,28.0,69.0,0.8947368421052632,4.157894736842105,0.5388888888888889,40.0,60.0,40.0,6.25,0.0,5.88,36.84,0.474,0.737,1.816
Italian Serie A,2024/25,Napoli,38.0,17.0,5.0,16.0,15.0,2.0,0.0,3.0,1.0,6.0,15.0,82.0,59.0,27.0,0.9473684210526315,3.1315789473684212,0.5209542857142857,88.24,11.76,0.0,80.0,60.0,37.5,39.47,2.158,1.553,0.711
Italian Serie A,2024/25,Parma,38.0,9.0,13.0,16.0,4.0,3.0,2.0,1.0,5.0,2.0,20.0,36.0,44.0,58.0,0.868421052631579,4.2105263157894735,0.5949515151515152,44.44,55.56,22.22,46.15,7.69,12.5,52.63,0.947,1.158,1.526
Italian Serie A,2024/25,Roma,38.0,12.0,9.0,17.0,11.0,1.0,0.0,3.0,2.0,6.0,17.0,69.0,56.0,35.0,0.9473684210526315,4.078947368421052,0.5527805555555556,91.67,8.33,0.0,55.56,33.33,35.29,44.74,1.816,1.474,0.921
Italian Serie A,2024/25,Torino,38.0,8.0,13.0,17.0,5.0,3.0,0.0,0.0,3.0,5.0,15.0,44.0,39.0,45.0,0.5789473684210527,3.8684210526315788,0.5585714285714285,62.5,37.5,0.0,23.08,0.0,29.41,39.47,1.158,1.026,1.184
Italian Serie A,2024/25,Udinese,38.0,13.0,12.0,13.0,7.0,1.0,5.0,2.0,1.0,3.0,16.0,44.0,41.0,56.0,0.9736842105263158,4.052631578947368,0.5466714285714286,53.85,46.15,38.46,25.0,16.67,23.08,42.11,1.158,1.079,1.474
Italian Serie A,2024/25,Venezia,38.0,6.0,10.0,22.0,1.0,4.0,1.0,1.0,1.0,3.0,20.0,29.0,32.0,56.0,0.7894736842105263,3.9210526315789473,0.6485294117647058,16.67,83.33,16.67,20.0,10.0,13.64,52.63,0.763,0.842,1.474
Italian Serie A,2024/25,Verona,38.0,3.0,17.0,18.0,3.0,0.0,0.0,0.0,2.0,7.0,15.0,37.0,34.0,66.0,0.7368421052631579,4.078947368421052,0.5174142857142857,100.0,0.0,0.0,11.76,0.0,38.89,39.47,0.974,0.895,1.737
Spanish La Liga,2015/16,Ath Bilbao,38.0,15.0,10.0,13.0,11.0,3.0,1.0,0.0,1.0,7.0,14.0,62.0,58.0,45.0,0.8421052631578947,5.421052631578948,0.5694676470588236,73.33,26.67,6.67,10.0,0.0,53.85,36.84,1.632,1.526,1.184
Spanish La Liga,2015/16,Ath Madrid,38.0,17.0,3.0,18.0,15.0,1.0,1.0,0.0,1.0,13.0,19.0,88.0,63.0,18.0,1.131578947368421,4.842105263157895,0.5879666666666667,88.24,11.76,5.88,33.33,0.0,72.22,50.0,2.316,1.658,0.474
Spanish La Liga,2015/16,Barcelona,38.0,21.0,3.0,14.0,19.0,2.0,0.0,0.0,0.0,10.0,14.0,91.0,112.0,29.0,1.736842105263158,5.105263157894737,0.6063675675675677,90.48,9.52,0.0,0.0,0.0,71.43,36.84,2.395,2.947,0.763
Spanish La Liga,2015/16,Betis,38.0,9.0,12.0,17.0,4.0,5.0,0.0,1.0,2.0,6.0,20.0,45.0,34.0,52.0,1.0,6.184210526315789,0.6314285714285715,44.44,55.56,0.0,25.0,8.33,35.29,52.63,1.184,0.895,1.368
Spanish La Liga,2015/16,Celta,38.0,15.0,10.0,13.0,13.0,2.0,0.0,1.0,3.0,3.0,15.0,60.0,51.0,59.0,1.0,5.894736842105263,0.5065833333333334,86.67,13.33,0.0,40.0,10.0,23.08,39.47,1.579,1.342,1.553
Spanish La Liga,2015/16,Eibar,38.0,14.0,14.0,10.0,8.0,6.0,0.0,0.0,2.0,3.0,16.0,43.0,49.0,61.0,0.9473684210526315,5.342105263157895,0.46248378378378374,57.14,42.86,0.0,14.29,0.0,30.0,42.11,1.132,1.289,1.605
Spanish La Liga,2015/16,Espanol,38.0,8.0,17.0,13.0,6.0,1.0,1.0,1.0,2.0,5.0,14.0,43.0,40.0,74.0,1.0263157894736843,6.2368421052631575,0.4842351351351351,75.0,25.0,12.5,17.65,5.88,38.46,36.84,1.132,1.053,1.947
Spanish La Liga,2015/16,Getafe,38.0,6.0,19.0,13.0,5.0,1.0,0.0,1.0,0.0,3.0,7.0,36.0,37.0,67.0,0.868421052631579,5.657894736842105,0.515738888888889,83.33,16.67,0.0,5.26,5.26,23.08,18.42,0.947,0.974,1.763
Spanish La Liga,2015/16,Granada,38.0,9.0,17.0,12.0,7.0,2.0,0.0,0.0,3.0,3.0,13.0,39.0,46.0,69.0,0.9210526315789473,6.605263157894737,0.5536027027027027,77.78,22.22,0.0,17.65,0.0,25.0,34.21,1.026,1.211,1.816
Spanish La Liga,2015/16,La Coruna,38.0,12.0,16.0,10.0,7.0,5.0,0.0,0.0,7.0,1.0,16.0,42.0,45.0,61.0,0.9736842105263158,4.368421052631579,0.49166944444444444,58.33,41.67,0.0,43.75,0.0,10.0,42.11,1.105,1.184,1.605
Spanish La Liga,2015/16,Las Palmas,38.0,9.0,17.0,12.0,8.0,1.0,0.0,1.0,3.0,3.0,13.0,44.0,45.0,53.0,0.9210526315789473,5.315789473684211,0.5200028571428571,88.89,11.11,0.0,23.53,5.88,25.0,34.21,1.158,1.184,1.395
Spanish La Liga,2015/16,Levante,38.0,5.0,16.0,17.0,3.0,2.0,0.0,0.0,3.0,5.0,19.0,32.0,37.0,70.0,1.0,5.894736842105263,0.6253944444444445,60.0,40.0,0.0,18.75,0.0,29.41,50.0,0.842,0.974,1.842
Spanish La Liga,2015/16,Malaga,38.0,7.0,9.0,22.0,6.0,1.0,0.0,1.0,1.0,5.0,15.0,48.0,38.0,35.0,0.6052631578947368,6.0,0.5373727272727272,85.71,14.29,0.0,22.22,11.11,22.73,39.47,1.263,1.0,0.921
Spanish La Liga,2015/16,Real Madrid,38.0,26.0,4.0,8.0,24.0,2.0,0.0,1.0,1.0,3.0,9.0,90.0,110.0,34.0,1.236842105263158,5.078947368421052,0.5127333333333334,92.31,7.69,0.0,50.0,25.0,37.5,23.68,2.368,2.895,0.895
Spanish La Liga,2015/16,Sevilla,38.0,11.0,13.0,14.0,7.0,4.0,0.0,1.0,2.0,6.0,17.0,52.0,51.0,50.0,1.0526315789473684,5.7631578947368425,0.5861885714285714,63.64,36.36,0.0,23.08,7.69,42.86,44.74,1.368,1.342,1.316
Spanish La Liga,2015/16,Sociedad,38.0,10.0,12.0,16.0,9.0,0.0,1.0,0.0,1.0,4.0,10.0,48.0,45.0,48.0,0.868421052631579,6.078947368421052,0.4735235294117648,90.0,10.0,10.0,8.33,0.0,25.0,26.32,1.263,1.184,1.263
Spanish La Liga,2015/16,Sp Gijon,38.0,9.0,13.0,16.0,6.0,1.0,2.0,1.0,2.0,3.0,16.0,39.0,40.0,62.0,1.0,5.368421052631579,0.5619085714285715,66.67,33.33,22.22,23.08,7.69,18.75,42.11,1.026,1.053,1.632
Spanish La Liga,2015/16,Valencia,38.0,8.0,7.0,23.0,6.0,1.0,1.0,0.0,3.0,5.0,21.0,44.0,46.0,48.0,1.0,5.394736842105263,0.6324055555555557,75.0,25.0,12.5,42.86,0.0,21.74,55.26,1.158,1.211,1.263
Spanish La Liga,2015/16,Vallecano,38.0,13.0,14.0,11.0,8.0,2.0,3.0,0.0,3.0,1.0,13.0,38.0,52.0,73.0,1.0263157894736843,5.315789473684211,0.5312135135135134,61.54,38.46,23.08,21.43,0.0,9.09,34.21,1.0,1.368,1.921
Spanish La Liga,2015/16,Villarreal,38.0,13.0,11.0,14.0,11.0,1.0,1.0,2.0,3.0,5.0,15.0,64.0,44.0,35.0,0.8947368421052632,5.2368421052631575,0.53385625,84.62,15.38,7.69,45.45,18.18,35.71,39.47,1.684,1.158,0.921
Spanish La Liga,2016/17,Alaves,38.0,9.0,8.0,21.0,7.0,2.0,0.0,1.0,2.0,6.0,17.0,55.0,41.0,43.0,0.8947368421052632,5.842105263157895,0.7015656250000001,77.78,22.22,0.0,37.5,12.5,28.57,44.74,1.447,1.079,1.132
Spanish La Liga,2016/17,Ath Bilbao,38.0,12.0,11.0,15.0,10.0,1.0,1.0,3.0,0.0,6.0,15.0,63.0,53.0,43.0,0.8157894736842105,5.526315789473684,0.5085714285714286,83.33,16.67,8.33,27.27,27.27,40.0,39.47,1.658,1.395,1.132
Spanish La Liga,2016/17,Ath Madrid,38.0,13.0,4.0,21.0,13.0,0.0,0.0,0.0,2.0,10.0,16.0,78.0,70.0,27.0,1.1578947368421053,4.7894736842105265,0.7078571428571429,100.0,0.0,0.0,50.0,0.0,47.62,42.11,2.053,1.842,0.711
Spanish La Liga,2016/17,Barcelona,38.0,21.0,5.0,12.0,20.0,1.0,0.0,1.0,0.0,7.0,9.0,90.0,116.0,37.0,1.4473684210526316,4.815789473684211,0.6283783783783784,95.24,4.76,0.0,20.0,20.0,58.33,23.68,2.368,3.053,0.974
Spanish La Liga,2016/17,Betis,38.0,9.0,11.0,18.0,7.0,0.0,2.0,1.0,1.0,2.0,14.0,39.0,41.0,64.0,0.7631578947368421,5.578947368421052,0.6251057142857144,77.78,22.22,22.22,18.18,9.09,11.11,36.84,1.026,1.079,1.684
Spanish La Liga,2016/17,Celta,38.0,8.0,9.0,21.0,7.0,1.0,0.0,0.0,0.0,6.0,17.0,45.0,53.0,69.0,1.263157894736842,5.2631578947368425,0.6848162162162161,87.5,12.5,0.0,0.0,0.0,28.57,44.74,1.184,1.395,1.816
Spanish La Liga,2016/17,Eibar,38.0,13.0,10.0,15.0,10.0,2.0,1.0,2.0,2.0,3.0,17.0,54.0,56.0,51.0,1.0789473684210527,5.2368421052631575,0.5976861111111111,76.92,23.08,7.69,40.0,20.0,20.0,44.74,1.421,1.474,1.342
Spanish La Liga,2016/17,Espanol,38.0,9.0,9.0,20.0,8.0,1.0,0.0,0.0,3.0,7.0,17.0,56.0,49.0,50.0,0.9210526315789473,4.552631578947368,0.6378852941176472,88.89,11.11,0.0,33.33,0.0,35.0,44.74,1.474,1.289,1.316
Spanish La Liga,2016/17,Granada,38.0,6.0,17.0,15.0,4.0,2.0,0.0,0.0,2.0,0.0,15.0,20.0,30.0,82.0,1.0,4.921052631578948,0.5956055555555556,66.67,33.33,0.0,11.76,0.0,0.0,39.47,0.526,0.789,2.158
Spanish La Liga,2016/17,La Coruna,38.0,11.0,11.0,16.0,6.0,2.0,3.0,0.0,1.0,2.0,13.0,36.0,43.0,61.0,0.7631578947368421,4.947368421052632,0.5476212121212122,54.55,45.45,27.27,9.09,0.0,12.5,34.21,0.947,1.132,1.605
Spanish La Liga,2016/17,Las Palmas,38.0,10.0,16.0,12.0,5.0,3.0,2.0,1.0,3.0,4.0,18.0,39.0,53.0,74.0,1.1842105263157894,5.526315789473684,0.5421513513513514,50.0,50.0,20.0,25.0,6.25,33.33,47.37,1.026,1.395,1.947
Spanish La Liga,2016/17,Leganes,38.0,5.0,14.0,19.0,3.0,2.0,0.0,1.0,2.0,4.0,17.0,35.0,36.0,55.0,1.0263157894736843,4.947368421052632,0.6215676470588235,60.0,40.0,0.0,21.43,7.14,21.05,44.74,0.921,0.947,1.447
Spanish La Liga,2016/17,Malaga,38.0,10.0,16.0,12.0,7.0,2.0,1.0,1.0,3.0,4.0,14.0,46.0,49.0,55.0,0.8421052631578947,5.894736842105263,0.5033749999999999,70.0,30.0,10.0,25.0,6.25,33.33,36.84,1.211,1.289,1.447
Spanish La Liga,2016/17,Osasuna,38.0,5.0,19.0,14.0,0.0,3.0,2.0,0.0,1.0,4.0,14.0,22.0,40.0,94.0,1.0789473684210527,4.842105263157895,0.5641567567567568,0.0,100.0,40.0,5.26,0.0,28.57,36.84,0.579,1.053,2.474
Spanish La Liga,2016/17,Real Madrid,38.0,22.0,2.0,14.0,22.0,0.0,0.0,0.0,1.0,7.0,10.0,93.0,106.0,41.0,0.868421052631579,5.026315789473684,0.524563157894737,100.0,0.0,0.0,50.0,0.0,50.0,26.32,2.447,2.789,1.079
Spanish La Liga,2016/17,Sevilla,38.0,11.0,9.0,18.0,8.0,3.0,0.0,3.0,0.0,10.0,18.0,72.0,69.0,49.0,0.9736842105263158,5.947368421052632,0.5715029411764706,72.73,27.27,0.0,33.33,33.33,55.56,47.37,1.895,1.816,1.289
Spanish La Liga,2016/17,Sociedad,38.0,11.0,12.0,15.0,10.0,0.0,1.0,1.0,2.0,8.0,14.0,64.0,59.0,53.0,0.868421052631579,5.2368421052631575,0.5938605263157894,90.91,9.09,9.09,25.0,8.33,53.33,36.84,1.684,1.553,1.395
Spanish La Liga,2016/17,Sp Gijon,38.0,5.0,13.0,20.0,3.0,1.0,1.0,0.0,1.0,4.0,15.0,31.0,42.0,72.0,0.8947368421052632,5.184210526315789,0.60035,60.0,40.0,20.0,7.69,0.0,20.0,39.47,0.816,1.105,1.895
Spanish La Liga,2016/17,Valencia,38.0,10.0,13.0,15.0,8.0,2.0,0.0,0.0,2.0,5.0,16.0,46.0,56.0,65.0,0.7368421052631579,5.526315789473684,0.4990722222222222,80.0,20.0,0.0,15.38,0.0,33.33,42.11,1.211,1.474,1.711
Spanish La Liga,2016/17,Villarreal,38.0,16.0,7.0,15.0,13.0,1.0,2.0,1.0,1.0,5.0,12.0,67.0,56.0,33.0,0.7368421052631579,4.973684210526316,0.5375,81.25,18.75,12.5,28.57,14.29,33.33,31.58,1.763,1.474,0.868
Spanish La Liga,2017/18,Alaves,38.0,9.0,15.0,14.0,8.0,0.0,1.0,0.0,0.0,7.0,13.0,47.0,40.0,50.0,0.8947368421052632,5.368421052631579,0.6063108108108108,88.89,11.11,11.11,0.0,0.0,50.0,34.21,1.237,1.053,1.316
Spanish La Liga,2017/18,Ath Bilbao,38.0,10.0,13.0,15.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,43.0,41.0,49.0,0.5263157894736842,5.473684210526316,0.49362941176470587,90.0,10.0,0.0,15.38,0.0,6.67,21.05,1.132,1.079,1.289
Spanish La Liga,2017/18,Ath Madrid,38.0,16.0,4.0,18.0,13.0,2.0,1.0,1.0,1.0,9.0,16.0,79.0,58.0,22.0,1.0263157894736843,5.2368421052631575,0.6268970588235295,81.25,18.75,6.25,50.0,25.0,50.0,42.11,2.079,1.526,0.579
Spanish La Liga,2017/18,Barcelona,38.0,20.0,6.0,12.0,19.0,1.0,0.0,3.0,2.0,6.0,12.0,93.0,99.0,29.0,1.2105263157894737,4.578947368421052,0.590545945945946,95.0,5.0,0.0,83.33,50.0,50.0,31.58,2.447,2.605,0.763
Spanish La Liga,2017/18,Betis,38.0,10.0,10.0,18.0,8.0,1.0,1.0,0.0,2.0,10.0,19.0,60.0,60.0,61.0,1.1578947368421053,5.157894736842105,0.6010027777777779,80.0,20.0,10.0,20.0,0.0,55.56,50.0,1.579,1.579,1.605
Spanish La Liga,2017/18,Celta,38.0,12.0,12.0,14.0,10.0,2.0,0.0,0.0,1.0,3.0,10.0,49.0,59.0,60.0,0.7105263157894737,4.921052631578948,0.46569999999999995,83.33,16.67,0.0,8.33,0.0,21.43,26.32,1.289,1.553,1.579
Spanish La Liga,2017/18,Eibar,38.0,9.0,16.0,13.0,9.0,0.0,0.0,1.0,2.0,4.0,9.0,51.0,44.0,50.0,0.8157894736842105,4.605263157894737,0.5018941176470589,100.0,0.0,0.0,18.75,6.25,30.77,23.68,1.342,1.158,1.316
Spanish La Liga,2017/18,Espanol,38.0,8.0,14.0,16.0,6.0,2.0,0.0,1.0,2.0,5.0,12.0,49.0,36.0,42.0,0.7105263157894737,5.473684210526316,0.5058823529411764,75.0,25.0,0.0,21.43,7.14,31.25,31.58,1.289,0.947,1.105
Spanish La Liga,2017/18,Getafe,38.0,9.0,8.0,21.0,7.0,1.0,1.0,1.0,1.0,7.0,17.0,55.0,42.0,33.0,0.7631578947368421,6.526315789473684,0.6401999999999999,77.78,22.22,11.11,25.0,12.5,33.33,44.74,1.447,1.105,0.868
Spanish La Liga,2017/18,Girona,38.0,13.0,12.0,13.0,11.0,2.0,0.0,1.0,2.0,2.0,13.0,51.0,50.0,59.0,1.0,5.7894736842105265,0.5068555555555556,84.62,15.38,0.0,25.0,8.33,15.38,34.21,1.342,1.316,1.553
Spanish La Liga,2017/18,La Coruna,38.0,5.0,18.0,15.0,3.0,2.0,0.0,0.0,2.0,3.0,12.0,29.0,38.0,76.0,0.8947368421052632,4.657894736842105,0.5022058823529412,60.0,40.0,0.0,11.11,0.0,20.0,31.58,0.763,1.0,2.0
Spanish La Liga,2017/18,Las Palmas,38.0,4.0,15.0,19.0,2.0,1.0,1.0,0.0,2.0,3.0,19.0,22.0,24.0,74.0,1.263157894736842,5.447368421052632,0.6193805555555555,50.0,50.0,25.0,13.33,0.0,15.79,50.0,0.579,0.632,1.947
Spanish La Liga,2017/18,Leganes,38.0,4.0,15.0,19.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,43.0,34.0,51.0,0.7105263157894737,5.2368421052631575,0.62865,100.0,0.0,0.0,0.0,0.0,42.11,31.58,1.132,0.895,1.342
Spanish La Liga,2017/18,Levante,38.0,6.0,11.0,21.0,5.0,1.0,0.0,0.0,2.0,6.0,14.0,46.0,44.0,58.0,0.9473684210526315,5.7368421052631575,0.6402,83.33,16.67,0.0,18.18,0.0,28.57,36.84,1.211,1.158,1.526
Spanish La Liga,2017/18,Malaga,38.0,6.0,14.0,18.0,4.0,1.0,1.0,0.0,0.0,1.0,16.0,20.0,24.0,61.0,0.8421052631578947,4.842105263157895,0.5719085714285714,66.67,33.33,16.67,0.0,0.0,5.56,42.11,0.526,0.632,1.605
Spanish La Liga,2017/18,Real Madrid,38.0,23.0,3.0,12.0,20.0,2.0,1.0,1.0,1.0,1.0,10.0,76.0,94.0,44.0,1.0789473684210527,4.473684210526316,0.5339750000000001,86.96,13.04,4.35,66.67,33.33,8.33,26.32,2.0,2.474,1.158
Spanish La Liga,2017/18,Sevilla,38.0,9.0,12.0,17.0,8.0,1.0,0.0,1.0,2.0,8.0,17.0,58.0,49.0,58.0,0.9736842105263158,5.0,0.6073416666666667,88.89,11.11,0.0,25.0,8.33,47.06,44.74,1.526,1.289,1.526
Spanish La Liga,2017/18,Sociedad,38.0,16.0,8.0,14.0,11.0,1.0,4.0,0.0,1.0,3.0,15.0,49.0,66.0,59.0,1.0263157894736843,4.2368421052631575,0.5098685714285713,68.75,31.25,25.0,12.5,0.0,21.43,39.47,1.289,1.737,1.553
