League,Team,Venue,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
Italian Serie A,Brescia,Away,19.0,2.0,9.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,11.0,14.0,45.0,1.368421052631579,5.105263157894737,0.6162263157894737,0.0,100.0,100.0,0.0,0.0,37.5,42.11,0.579,0.737,2.368
Italian Serie A,Brescia,Home,19.0,4.0,6.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,11.0,14.0,21.0,34.0,1.263157894736842,5.894736842105263,0.6302944444444445,25.0,75.0,50.0,33.33,16.67,11.11,57.89,0.737,1.105,1.789
Italian Serie A,Cagliari,Away,152.0,21.0,70.0,61.0,11.0,6.0,4.0,2.0,12.0,13.0,63.0,118.0,130.0,261.0,0.8618421052631579,4.625,0.5779286713286713,52.38,47.62,19.05,20.0,2.86,21.31,41.45,0.776,0.855,1.717
Italian Serie A,Cagliari,Home,152.0,42.0,56.0,54.0,27.0,11.0,4.0,8.0,9.0,17.0,69.0,193.0,205.0,237.0,0.9671052631578947,4.618421052631579,0.5899685314685315,64.29,35.71,9.52,30.36,14.29,31.48,45.39,1.27,1.349,1.559
Italian Serie A,Carpi,Away,19.0,2.0,8.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,15.0,14.0,31.0,0.7894736842105263,5.473684210526316,0.5761933333333332,100.0,0.0,0.0,25.0,12.5,0.0,31.58,0.789,0.737,1.632
Italian Serie A,Carpi,Home,19.0,4.0,7.0,8.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,23.0,23.0,26.0,0.631578947368421,5.2631578947368425,0.5864625,75.0,25.0,25.0,14.29,0.0,37.5,31.58,1.211,1.211,1.368
Italian Serie A,Chievo,Away,76.0,10.0,31.0,35.0,3.0,3.0,4.0,4.0,2.0,9.0,37.0,64.0,61.0,131.0,1.1842105263157894,4.565789473684211,0.5992405797101449,30.0,70.0,40.0,19.35,12.9,25.71,48.68,0.842,0.803,1.724
Italian Serie A,Chievo,Home,76.0,10.0,19.0,47.0,7.0,3.0,0.0,2.0,3.0,12.0,35.0,89.0,86.0,109.0,0.8552631578947368,4.4868421052631575,0.6490476923076923,70.0,30.0,0.0,26.32,10.53,25.53,46.05,1.171,1.132,1.434
Italian Serie A,Como,Away,19.0,7.0,7.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,13.0,20.0,21.0,26.0,1.263157894736842,5.0,0.6122842105263158,42.86,57.14,28.57,57.14,14.29,20.0,68.42,1.053,1.105,1.368
Italian Serie A,Como,Home,19.0,7.0,3.0,9.0,4.0,2.0,1.0,0.0,0.0,4.0,9.0,29.0,28.0,26.0,0.9473684210526315,5.2105263157894735,0.6263157894736842,57.14,42.86,14.29,0.0,0.0,44.44,47.37,1.526,1.474,1.368
Italian Serie A,Cremonese,Away,19.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,11.0,21.0,38.0,0.6842105263157895,4.421052631578948,0.6114052631578947,,,,30.0,0.0,11.11,36.84,0.579,1.105,2.0
Italian Serie A,Cremonese,Home,19.0,5.0,7.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,15.0,31.0,0.7894736842105263,3.526315789473684,0.59791875,80.0,20.0,0.0,0.0,0.0,0.0,26.32,0.842,0.789,1.632
Italian Serie A,Crotone,Away,57.0,5.0,32.0,20.0,2.0,1.0,2.0,2.0,4.0,3.0,26.0,29.0,52.0,131.0,1.280701754385965,4.192982456140351,0.5564945454545455,40.0,60.0,40.0,18.75,6.25,15.0,45.61,0.509,0.912,2.298
Italian Serie A,Crotone,Home,57.0,20.0,17.0,20.0,14.0,4.0,2.0,0.0,1.0,3.0,20.0,63.0,67.0,85.0,0.9473684210526315,4.315789473684211,0.49320925925925924,70.0,30.0,10.0,5.88,0.0,15.0,35.09,1.105,1.175,1.491
Italian Serie A,Empoli,Away,133.0,25.0,50.0,58.0,12.0,9.0,4.0,3.0,6.0,10.0,57.0,113.0,123.0,217.0,0.9624060150375939,4.62406015037594,0.5826909836065574,48.0,52.0,16.0,18.0,6.0,17.24,42.86,0.85,0.925,1.632
Italian Serie A,Empoli,Home,133.0,30.0,44.0,59.0,21.0,7.0,2.0,3.0,8.0,16.0,60.0,154.0,146.0,195.0,0.9473684210526315,4.62406015037594,0.5710708333333334,70.0,30.0,6.67,25.0,6.82,27.12,45.11,1.158,1.098,1.466
Italian Serie A,Fiorentina,Away,190.0,51.0,61.0,78.0,40.0,8.0,3.0,3.0,9.0,17.0,69.0,229.0,251.0,269.0,0.7473684210526316,5.163157894736842,0.5548793103448276,78.43,21.57,5.88,19.67,4.92,21.79,36.32,1.205,1.321,1.416
Italian Serie A,Fiorentina,Home,190.0,73.0,46.0,71.0,57.0,13.0,3.0,5.0,15.0,27.0,77.0,325.0,304.0,209.0,0.9210526315789473,5.021052631578947,0.5482862857142857,78.08,21.92,4.11,43.48,10.87,38.03,40.53,1.711,1.6,1.1
Italian Serie A,Frosinone,Away,57.0,11.0,28.0,18.0,6.0,4.0,1.0,0.0,3.0,1.0,19.0,35.0,48.0,118.0,1.1403508771929824,4.7368421052631575,0.5393788461538461,54.55,45.45,9.09,10.71,0.0,5.56,33.33,0.614,0.842,2.07
Italian Serie A,Frosinone,Home,57.0,12.0,20.0,25.0,6.0,3.0,3.0,2.0,1.0,6.0,24.0,56.0,60.0,96.0,1.105263157894737,5.035087719298246,0.6306142857142857,50.0,50.0,25.0,15.0,10.0,24.0,42.11,0.982,1.053,1.684
Italian Serie A,Genoa,Away,171.0,24.0,66.0,81.0,16.0,6.0,2.0,4.0,9.0,11.0,66.0,144.0,146.0,272.0,0.8888888888888888,4.543859649122807,0.5559266666666667,66.67,33.33,8.33,19.7,6.06,13.58,38.6,0.842,0.854,1.591
Italian Serie A,Genoa,Home,171.0,41.0,47.0,83.0,31.0,5.0,5.0,5.0,10.0,20.0,73.0,218.0,212.0,225.0,0.8596491228070176,4.947368421052632,0.6109141025641025,75.61,24.39,12.2,31.91,10.64,24.1,42.69,1.275,1.24,1.316
Italian Serie A,Inter,Away,190.0,77.0,40.0,73.0,63.0,10.0,4.0,9.0,9.0,31.0,79.0,354.0,339.0,192.0,1.0210526315789474,4.505263157894737,0.5829806629834253,81.82,18.18,5.19,45.0,22.5,42.47,41.58,1.863,1.784,1.011
Italian Serie A,Inter,Home,190.0,100.0,25.0,65.0,80.0,15.0,5.0,7.0,5.0,42.0,84.0,420.0,399.0,160.0,1.1157894736842104,4.131578947368421,0.5764699453551912,80.0,20.0,5.0,48.0,28.0,64.62,44.21,2.211,2.1,0.842
Italian Serie A,Juventus,Away,190.0,71.0,31.0,88.0,57.0,10.0,4.0,3.0,10.0,44.0,90.0,357.0,311.0,192.0,0.9105263157894737,4.6947368421052635,0.5732648044692737,80.28,19.72,5.63,41.94,9.68,50.0,47.37,1.879,1.637,1.011
Italian Serie A,Juventus,Home,190.0,95.0,27.0,68.0,84.0,10.0,1.0,5.0,11.0,51.0,82.0,454.0,375.0,126.0,1.0578947368421052,4.410526315789474,0.5490605405405405,88.42,11.58,1.05,59.26,18.52,75.0,43.16,2.389,1.974,0.663
